sample_id,group_id,split_role,full_field_cv_rmse_K,full_field_cv_relative_rmse,full_field_max_abs_error_K,max_abs_layer_average_error_K,max_abs_layer_drop_error_K
p1g_g022_t0_b1_p0,p1g_g022,train,1.0960232870158788,0.032390367546776835,7.233391963197732,0.4207790150406936,2.578083601003982
p1g_g022_t0_b1_p1,p1g_g022,train,1.6440349304730848,0.03239036754689321,10.850087944431777,0.6311685225647921,3.8671254013747216
p1g_g022_t1_b0_p0,p1g_g022,train,0.3998327213398855,0.014290536008162217,2.687575455875333,0.4661707036888174,0.6026860035808568
p1g_g022_t1_b0_p1,p1g_g022,train,0.5997490820034692,0.01429053600850969,4.031363183806434,0.6992560555349883,0.9040290053738431
p1g_g022_t1_b1_p0,p1g_g022,train,0.8375252164005041,0.033819493138683245,5.338224708138057,0.435981750202302,1.892788757959579
p1g_g022_t1_b1_p1,p1g_g022,train,1.2562878245639313,0.03381949313887263,8.007337061928524,0.6539726253068352,2.8391831368413705
p1g_g023_t0_b0_p0,p1g_g023,train,0.5638600322174876,0.014539476973007719,4.484924635800496,0.4478314312337943,0.8266530150901303
p1g_g023_t0_b0_p1,p1g_g023,train,0.8457900483184518,0.014539476973375908,6.727386953698385,0.6717471468531357,1.2399795225946377
p1g_g023_t0_b1_p0,p1g_g023,train,1.1832654925993298,0.034893020897937894,6.831023290111034,0.39359587988883504,2.9380537834952065
p1g_g023_t0_b1_p1,p1g_g023,train,1.774898238848443,0.034893020898141724,10.246534934847944,0.590393819838539,4.407080675092175
p1g_g023_t1_b0_p0,p1g_g023,train,0.5209627350971155,0.018556375787256604,4.491546209197793,0.45371832345460916,0.5975626317197111
p1g_g023_t1_b0_p1,p1g_g023,train,0.781444102641293,0.01855637578780263,6.737319313794387,0.6805774851841875,0.8963439475495534
p1g_g023_t1_b1_p0,p1g_g023,train,0.9296937721787408,0.03741599691951494,5.175335073138285,0.41369327496198594,2.157534440735162
p1g_g023_t1_b1_p1,p1g_g023,train,1.3945406582325106,0.037415996919859265,7.763002609471243,0.6205399124471569,3.2363016609907618
p1g_g024_t0_b0_p0,p1g_g024,train,0.4462981634591274,0.011532991580388553,2.1858816675990056,0.40319680056961715,0.6966156645864316
p1g_g024_t0_b0_p1,p1g_g024,train,0.6694472451784818,0.01153299158061102,3.2788225014103887,0.6047952008555626,1.0449234968435235
p1g_g024_t0_b1_p0,p1g_g024,train,1.1335530527510587,0.033496385507353864,6.876178813449769,0.3614508802139085,2.5236049522143844
p1g_g024_t0_b1_p1,p1g_g024,train,1.7003295790734767,0.03349638550746272,10.31426821984195,0.5421763203241312,3.7854074281903536
p1g_g024_t1_b0_p0,p1g_g024,train,0.39169471214814355,0.013997660956180704,2.1917864807443266,0.40774692027355286,0.5446122793189829
